,电影名称,评论人,星级,评论时间,题目,评论内容,有用,没用,回应,地理位置,情绪
1366,变形金刚3的影评 (1590),amber,3,2011-07-27 16:59:50,短评的字数不够啊不够啊不够啊啊啊啊,一部电影烂不烂其实是次要的，重要的是亮点！亮点！亮点！这片儿除了卖广告和卖肉以外，还剩下神马啦？哦，还有轰轰轰啊啊啊啊，最后的莫名强力大反转还不如武侠的结局，打不赢？没关系，老天爷会收拾他们的，想想各位金刚们都纯金属制造，完全不需要针来帮忙～～～ 最后再吐个...                     ,1.0,1.0,0回应,,0.9787111278732542
1367,变形金刚3的影评 (1590),黄Sir笑笑,3,2011-07-27 16:59:50,观影《变形金刚3》 月黑风不高,这篇影评可能有剧透                        1.其实7月初就在美国看了，原先想看imax版的 买票的时候 营业员阿姨告诉我imax版被临时取消了 让我大感诧异 时值《建党》正在火映 又有小道消息传出国内为了让《建党》票房不被分流 《变形金刚》被无限期延后上映了 于是我阴暗的想 难道党的光辉都泽被到美帝了 连美帝都对《变...                     ,1.0,1.0,0回应,"Eugene, United States",0.9559016735765636
1368,变形金刚3的影评 (1590),小豆芽的大冒险,3,2011-07-27 16:59:50,嘿~ 哥们  你到底想看什么？,我是首映日晚看的变3  和位美丽的姑娘~  虽然观看过程中我一度想到：还不结束？ 但重要的是看完觉得很爽。 觉得这钱这时间花的值~    看完之后，出影院，地方电台居然来采访我。    小伙子拿着麦克风问：请问一下  好看么？    好难回答的问题，我面对摄像机猥琐一笑（其实我...                     ,,1.0,0回应,,0.5344108848405243
1369,变形金刚3的影评 (1590),秋秋,3,2011-07-27 16:59:50,期待 下一部 擎天柱升职记,有一种等待叫焦急 ，有一种失望叫觉悟。变3恰恰给了我这样的感受。如果看一部电影只为看看剧情，那这片简直惨无人睹。如果只为看看某电影特效小组的工作水平，那这片不能不类。但是只为看当下可爱又可恨的美国佬们的世界观、价值观、人生观倒是反应的仔细。首先从美国英雄说起...                     ,,1.0,0回应,,0.6911717506149612
1370,变形金刚3的影评 (1590),七道杠的猫,3,2011-07-27 16:59:50,一分是基础分，还有一分给特效。,原本是今年夏天最期待的电影，没有之一。  看完之后的结果是今年夏天最烂的电影，没有之一。  作为一个身价数亿，有无数超级特效和动作镜头的电影却连流畅的剪辑和过渡都无法做到实在是不能接受，也是非常丢人的。  至于剧情的话基本和前两部的主题无异，变形金刚随时随地都和...                     ,,1.0,2回应,"Chicago, United States",0.5315024199441626
1371,变形金刚3的影评 (1590),豆苗上的薇仔,3,2011-07-27 16:59:50,变形金刚3，曾经的一个时代结束了，另一种时代的开启.,这篇影评可能有剧透                        从变1到变2，再到变3，只能说我们曾经的一种时代结束了，另一种时代的开启。       变3的剧情不敢恭维，很多衔接莫名奇妙，比如为什么大黄蜂他们会突然被捕，明明上一秒钟它刚刚救了男女猪脚；擎天柱怎么突然出现了，前面大家被抓时去了哪里，难道只是被线困住了就困了那么久？...                     ,,1.0,0回应,,0.9284657940670666
1372,变形金刚3的影评 (1590),正常的疯子,3,2011-07-27 16:59:50,老贝突破下限之作,开篇先点题，要说《变形金刚3》是烂片已经抬举它了，它开创了属于自己的类型——“烂的感天动地片”。而且，请你不要拿豆瓣上的7.3和时光网上的8.9来当挡箭牌了，那里已经是脑残小资们和枪手的乐园。我承认迈克尔.贝是独一无二的，谁能比他更能把故事讲得这么乱七八糟呢？ 也不...                     ,,1.0,2回应,,0.9560202265275372
1373,变形金刚3的影评 (1590),LoveIsDead,3,2011-07-27 16:59:50,让我动心的是男主角的女朋友,不是她的美色，是她的美心 即使说是英雄主义情结，那么和男主角好上一阵子也就算了 关键是人家一直很爱男主角 即使人家失业，找不到工作，连房子的租金都是姑娘付 但是姑娘就是爱着他  当然最后人家又金子闪光发亮了，但是当陈埋在黯淡无光黑暗泥土里的时候，这个时候的不离不...                     ,,2.0,0回应,上海,0.9821676026240327
1374,变形金刚3的影评 (1590),三土,3,2011-07-27 16:59:50,爆米花的感觉\《变形金刚3》观后感,这篇影评可能有剧透                        昨天怀着激动的心情观看了期待已久的?变形金刚3》，看得我是热火焚身，新潮澎湃，激动的心情久久不能平静呀。 首先，我要说的是我是看的盗版，而且是盗版中的枪版，无论是画面质量还是字幕翻译，只能凑合凑合，其中有很大一部分都只能靠自己的理解，作为一个四级考试结果尚不知...                     ,,1.0,0回应,,0.9639735270164776
1375,变形金刚3的影评 (1590),lbfzz,3,2011-07-27 16:59:50,抄袭，无耻,天！变形金刚3：月黑之时 上月球那段情节竟然完全用的 从地球出发：NASA任务50年 里面的内容！无耻！女猪脚的特写太多，长得一般！广告太多，开始还数来着，后来掰手指掰不过来了，                     ,,1.0,0回应,,0.022019225157650535
1376,变形金刚3的影评 (1590),王大宝,3,2011-07-27 16:59:50,机器人要什么剧情,说实在的，这位导演讲故事的水平实在无法恭维，当年逃出克隆岛？（记不准了）那部片子差点让他老板斯皮尔博格破产，还好挺了下来。不过说回来变形金刚也没什么剧情，让他这位只会拍特效的来道是人尽其才。                     ,,1.0,0回应,,0.6068210141696652
1377,变形金刚3的影评 (1590),Joey,3,2011-07-27 16:59:50,差劲的3D和写实的中国乳品调查报告,变形金刚3看2D就可以了，3D效果一般，这可能跟Michael缺乏3D制作经验有关。整部片子内容非常赞，高潮迭起而且女主角很漂亮。缺点是软广告太多了，片子里每个有钱的家伙人手一个联想笔记本，还给标志大特写！伊利花了多少钱？除了给特写还进了台词！不过喝了伊利奶的家伙很快挂...                     ,,1.0,0回应,广东深圳,0.5463763402521409
1378,变形金刚3的影评 (1590),AMD N970,3,2011-07-27 16:59:50,很好,其实，我很期待这部电影，但是心里认定这是部烂片。  因为看第一部的，还是第二部的时候啊，觉得……嗯。对了应该是第二部吧2010年上半年的时候吧。觉得会很好，起个大早看的3DIMAX。结果很失望。一部完全没有剧情的片子。然后，作为一个科幻片，你不能随随便便地就把人弄死了...                     ,,1.0,1回应,,0.7795229979671993
1379,变形金刚3的影评 (1590),Crookzhanks,3,2011-07-27 16:59:50,女主还挺风情万种的,这篇影评可能有剧透                        小时候对变形金刚没有印象，隐约记得擎天柱和威震天这两个名字。电影系列的一二也妹看过，裸观变三。看到好多人说女主丑，但是我跟同学都觉得Rosie Huntington-Whiteley风情万种。  情节我都看懂了，我觉得前戏最有故事性，总结起来就是：美国人登月是因为变形金刚。电影借用了...                     ,,1.0,0回应,"New York City, United States",0.9960642699136479
1380,变形金刚3的影评 (1590),+金小源—,3,2011-07-02 21:38:15,广告3d片来了。,额，对于一个看3d都看到吐的人来说对于这部片子唯一的惊喜就是这个“3”了。。。。可是前两部个人感觉是一个纯粹的五角大楼巨型广告片。所以此片只能是一部刺激生活的调味剂。                     ,,1.0,0回应,,0.31376532569209437
1381,变形金刚3的影评 (1590),Feny,3,2011-07-02 21:38:15,去看看，给自己一个机会。,这篇影评可能有剧透                        今天京沪高铁也通了，offer也在纠结中了，变形金刚也上映了，看看去。  如果忽略里面联想和伊利的软广告，忽略刻意的小幽默  无论创意，打斗，桥段，装备，细节，无愧大片称号。  看毕，美利坚，果然是人类的希望。  应该再去看次3D版。                      ,,1.0,0回应,,0.7276241460017387
1382,变形金刚3的影评 (1590),金花鼠,3,2011-07-02 21:38:15,期待越大失望越大,看的IMAX 3D。第一部给人惊艳的感觉特别是沙漠遭遇战那场真实而血性，第二部第三部彻底沦落为爆米花电影。楼上说的对更多的还是叫超时空机械更准确。女主角和电影脱节，最后的特写以及救世主般的劝导如同狗屎。美军在第三部没有第二部这么强悍武器更朴实，我觉得这类电影的真实...                     ,,1.0,0回应,,0.5194316644623079
1383,变形金刚3的影评 (1590),D-Boy1900,3,2011-07-02 21:38:15,外星人入侵地球！法拉利跑车靓丽赏！工作与爱情？！美国青年面临裸婚时代——《变形金刚3》抢鲜影评,这篇影评可能有剧透                        《变形金刚3》（以下简称变3）今日首映，也算是为本人所在的灾区城市增加了些娱乐福利吧。比起09年时候等2时的兴奋，3在看预告片的时候就明显有些视觉疲劳。         像《变3》这种视觉大片往往被看做是商业的俗片，毫无艺术价值——好吧咱家承认自己就一俗人，有时候捧着爆米...                     ,1.0,1.0,0回应,"Boston, United States",0.999995880904709
1384,变形金刚3的影评 (1590),Eisenheim,3,2011-07-02 21:38:15,咱也凑个热闹!,"生活在美国大农村,一定要和你一起度过 你没在咋办?看电影呗!这首映还真让我赶上了! 随便说两句 1: 主角开挂了,生存能力胜过一切地球和塞伯坦星的生物,这种情况下一百次也死了 2: 人类开挂了,不但各种低空跳伞,向batman致敬不说,而且继上集合作搞死狂派机器人之后,本集居然可以...                     ",2.0,1.0,1回应,"Los Angeles, United States",0.8609094389055183
1385,变形金刚3的影评 (1590),SinSeven,3,2011-07-02 21:38:15,这是一部只适合在电影院看的电影,刚刚看完首映回来，狼吞虎咽的顺路买的巨无霸后才觉得缓过劲儿来，对于这样一部电影，你还多想什么，敬请接受她无穷的冲击吧。  中国品牌大举入侵好莱坞电影，而且如此密集，美特斯邦威、联想、伊利shu hua milk（舒化奶），这么多中国广告才让我意识到原来好莱坞的植入式广告...                     ,2.0,1.0,3回应,甘肃兰州,0.8825089439054948
1386,变形金刚3的影评 (1590),LakeMirrorHope,3,2011-07-02 21:38:15,擎天柱你这个人渣！！！哦不！！是汽车人渣！！变形金刚人渣！！刚渣！！,特技倒是很炫，很多人诟病的3D效果不好，在我看来已经比加勒比4和爱丽丝不知道要好了多少（其他3D没看过╮(╯▽╰)╭）  先说重点！！！！擎天柱你这个人渣啊！！！！泥马我都要哭了啊！！！！！威震天舍命救你啊！！！没有威震天这个痴汉你早被丫御天敌卸了啊！！！！泥马威震...                     ,1.0,3.0,0回应,"New York City, United States",0.03785746161684356
1387,变形金刚3的影评 (1590),Jowiez Feat,3,2011-07-02 21:38:15,自己的感受,今晚去看变3了，没能看IMAX实属可惜。不过就影片而言还是太爽了啊。尤其是狂派吐机油的时候（机油在有铁锈的时候是红色的就是血红色的三氧化而铁溶液）实在是带感啊。而本作也是打得最爽的一部。剧情也大大的给力呢。。。片场两个半小时哦！！！我的脖子都僵了呢。。。去看的朋...                     ,,1.0,4回应,山东青岛,0.7176165803108807
1388,变形金刚3的影评 (1590),gygydda,3,2011-07-02 21:38:15,别扯视觉盛宴？说是视觉催吐剂差不多,去电影院看了前面两部变形金刚，感觉不值票价，对第三部本就没有抱希望，所以这回等到高清720P的出来，才下载了看。看完之后，感觉连下载和观看的时间都是浪费，强忍不适才勉力看完。  之前也零星看过一些评论，剧情垃圾自是不必说了，不过总有辩护者回击道这种电影就是看视觉...                     ,,5.0,1回应,上海,0.9862331923253265
1389,变形金刚3的影评 (1590),Butterflista,3,2011-07-02 21:38:15,有一个亮点就能给满分,这篇影评可能有剧透                        特技好看就足够了。有一个亮点就能给满分。至于质疑主角为什么被百般蹂躏不死，很多好莱坞大片都是这样，尤其是正义压倒邪恶的电影。变形金刚本来就是文化快餐，按照众人的逻辑来看还可以提出这样的问题：为什么会有变形金刚这种地外文明？很多问题其实完全没有必要在电影中讲...                     ,,2.0,0回应,"Dallas, United States",0.7789527467552475
1390,变形金刚3的影评 (1590),定期自闭faye,3,2011-07-02 21:38:15,变形金刚三：一部擎天柱的阴谋发家史,这篇影评可能有剧透                        遥想当年，在遥远的赛博坦星，汽车人的领袖是惊破天，但这个统帅在将汽车人首领的位置交给了擎天柱以后自己坐着飞船逃了，谁知道飞船不幸失事，最后落在了地球对面的月球上。  另一方面，作为汽车人首领的擎天柱由于不敌人多势众力量强大，以黑暗力为力量来源的威震天，带着仅...                     ,,2.0,0回应,广东深圳,0.9214531171275973
1391,变形金刚3的影评 (1590),Wizard 维智,3,2011-07-02 21:38:15,究竟谁是正义？,这篇影评可能有剧透                        1. 假设，仅仅是假设：  地球就要灭亡了，为了保存人类这一物种，人类分为两个派别：由阿柱代表的柱派，主要思想是找个地方，与那里的生命和平共处，共生共存；另一派是由阿霸代表的霸派，主要思想是找个地方，把家搬过去，人在哪，家就在哪。  两派不约而同的来到了兔子星球。...                     ,,1.0,0回应,辽宁沈阳,0.9438378763238942
1392,变形金刚3的影评 (1590),Dmmmmm。,3,2011-07-02 21:38:15,现实生活中没有大黄蜂,又是一部光靠特技元素吸引观众眼球的片子，剧情漏洞百出，特别是结尾，有虎头蛇尾的感觉，而且三部片子情节毫无新意，难道是在看以前的奥特曼吗？每集就看几个跑车变变形，一堆没有用的巢穴部队跟着主角到处跑，这让我想起了每集奥特曼之前地球自卫队象征性的打下酱油。最后...                     ,1.0,3.0,1回应,云南昆明,0.9687093661580334
1393,变形金刚3的影评 (1590),Sky_Walker,3,2011-07-02 21:38:15,一部活像中年大叔的烂尾片,这篇影评可能有剧透                               7月24日晚18时NN分，我紧握着票根，抬头往往放映厅的号码，沉重地踏入里面，准备看这部怀着多少热爱科幻、从小幻想汽车会变形满街大跑，紧急关头总会挡在前头的青年们最狂热的期待的传奇电影...        老迈将漫画里面的梦变成了现实搬上银幕，第一部仍记得是那么的震撼...                     ,,2.0,3回应,,0.5767500118747765
1394,变形金刚3的影评 (1590),郁航Eve,3,2011-07-02 21:38:15,我就不明白了 到底谁才是背叛,从一个正常人的伦理道德观来讲，自己所属于的种族应该是挺重要的吧？ 可是擎天柱就这样背叛了自己的种族，保护了会出卖自己种族的所谓人类盟友。。。。。 这到底是为什么？为什么？ 所有人还都觉得它是一大英雄 可怜的御天敌做错什么了？人家不就是想拯救一下自己衰败的名族么...                     ,1.0,3.0,16回应,内蒙古包头,0.5237475308551318
1395,变形金刚3的影评 (1590),凭海临风,3,2011-07-02 21:38:15,电脑特效打造的视听盛宴,刚刚看了变形金刚3，现将观影情况向大家汇报一下，仅供参考。故事讲述了男猪脚萨姆和擎天柱偶然在月球背面发现了汽车人很久以前坠毁的宇宙飞船，并救出了汽车人元老御天敌。没想到御天敌早就成为了叛徒，他和霸天虎里应外合，将霸天虎的大部队传送到了地球。看到如此众多的霸天...                     ,,2.0,0回应,,0.9066681113259618
1396,变形金刚3的影评 (1590),我爱酸奶0716,3,2011-07-02 21:38:15,顶下变三,1、明知这个周末去看变三必定是people mountain people sea的，但还是没能挡住高涨的观影热情。因为变形金刚动画加前两部的火爆、迈克尔贝这位飞车、爆破、拆迁、毁灭的疯子，这都深深的吸引着我。  2、话说先前豆瓣上对该片评分并不理想，抱怨着故事情节混乱、女主角空有身材...                     ,,2.0,0回应,,0.5164379553827227
1397,变形金刚3的影评 (1590),哈尼哈尼,3,2011-07-02 21:38:15,从套路说开去,这篇影评可能有剧透                        从套路说开去  记得以前看过一篇blog，说的是好莱坞的编剧大人们为了省事，就把用熟的有效的桥段分门别类建立一个数据库。然后按条件生成剧本。  其实看电影电视剧多了，总有“似曾相识”的感觉：这个桥段哪里见过，那个片段以前用过……  看《变形金刚3》就是这个感觉，只不过...                     ,1.0,1.0,0回应,河南郑州,0.16763560215482942
1398,变形金刚3的影评 (1590),橡皮,3,2011-07-02 21:38:15,首映，IMAX，都是第一次,首映，IMAX，都是第一次。 其实对这部片子没有像其他观众那么期待，但是当看电影的机会以首映、IMAX的形态出现在面前时，我还是小兴奋地等待00：00电影的开始。 电影的3D果然做得非常好，不晕，亮度够，而且真的有十分强烈的立体效果。不管是“金刚”们的打斗，火星的飞溅，还...                     ,,2.0,0回应,,0.4695334190949727
1399,变形金刚3的影评 (1590),悠然如风,3,2011-07-02 21:38:15,金刚们到底需不需要变形?,真人版《变形金刚》已经拍到第3部了，不管初期动画版中方方块块的简单变形，还是真人电影中的上千零部件挪来移去，我实在不懂：为什么金刚们一定要变形才可以战斗？ 　　 　　因为首先：变形是花费时间的，也是浪费胶片的，就算金刚们比较硬（但也可以用炮打出洞洞），那至少也...                     ,,2.0,0回应,,0.5139685697722471
1400,变形金刚3的影评 (1590),Crash,3,2011-07-20 09:19:52,不值得赋予太大期待的电影,这篇影评可能有剧透                        在我们天朝，变形金刚3由于建党伟业的原因，不断的延后，终于确定在7月21号上映，足足比外国慢了接近一个月了！正因此这个原因，这部电影在这个电影界寂寞的7月仿佛被寄予了不少的期望！暑期档的大片也就他和哈利波特了。有幸我能提前地看到了变形金刚3的3D版！但是我看完后只...                     ,,2.0,0回应,广东广州,0.9622569655923231
1401,变形金刚3的影评 (1590),angyuyu,3,2011-07-20 09:19:52,变形金刚3：我梦想起航的港湾~！,这篇影评可能有剧透                        大道至简。  交易最难的部分不是技术分析、不是基本面分析，而是人性对盈亏数字所代表意义的种种贪婪和恐惧。我们大部分的亏损都是由于自身过于恐惧或贪婪造成的：小损即跑、大损死扛、小赚即跑、大赚心惶惶。被情绪和市场牵着鼻子走，没有良好的止损止盈习惯，盲目相信自己的...                     ,,2.0,0回应,,0.9128517014854748
1402,变形金刚3的影评 (1590),marianne,3,2011-07-20 09:19:52,为了票价值当，这电影真无比长,中间好几次打呵欠了~好几次都以为终于结束了~结果还继续演~累死了~  不过，比起近期的其他电影，还算OK吧~没看的就看这个好了~                     ,,2.0,2回应,香港,0.7359479134911235
1403,变形金刚3的影评 (1590),坐地铁的流浪猫,3,2011-07-20 09:19:52,今日英国首映：擎天柱大叔变身杨过。,这篇影评可能有剧透                        今天英国变形金刚3首映有木有！！！作为迷，当然很激动。  听说国内取消了3D版，但说实话看完3D版不觉有奇效，反而画面变暗了好多，可能因为那眼镜的关系。  简单来说，女主角出色的完成了她花瓶的任务，头发卷了直，直了卷，白衣服一尘不染，高跟鞋悬崖走壁，还我Megan fox； ...                     ,3.0,3.0,1回应,北京,0.9936032666736239
1404,变形金刚3的影评 (1590),哲,3,2011-07-20 09:19:52,立贴为证：此片票房绝对超过《阿凡达》，如果不能，大家诅咒我一辈子进电影院只能看红色电影,我通过百度、股沟进行横向和纵向的深度搜索和分析，认为广大淫民的自尊心在《见裆伪爷》的一再的蹂躏之下，在去影院的热情一再被压抑推迟之下，一旦此片上线，绝对会爆发出惊人的力量，直超《阿凡达》，然而，这个仅靠某人一句8亿就实现的“心理需求压抑”，以及感性需求爆发，...                     ,2.0,5.0,0回应,,0.66401359001351
1405,变形金刚3的影评 (1590),天成,3,2011-07-20 09:19:52,完全颠覆的变形金刚,这篇影评可能有剧透                               长期的历史实践告诉我们，大部分的3D电影都是剧情比较弱的。但是看过《变三》之后我知道我错了，原来还有这种除了剧情一般，3D也做得很骗钱的“大片”。     因为国内还没有上映，豆瓣上顶到最前面的几个影评都是吐槽《建党伟业》的，但是事实上，我可以不客气的说，《...                     ,1.0,4.0,3回应,,0.9927310113971104
1406,变形金刚3的影评 (1590),COx2,3,2011-07-20 09:19:52,我天儿，你对得起我的瞌睡么？,三颗星，第三颗给特效。剧情逻辑合理性纷纷不解释。  开头老桥段了，梅根是腰身，这位是美腿。VS的超模里，罗茜纵然不是我最喜欢的那个，但也是个之一。可是后来我就不能忍了，能不能不要一直把捧女主作为剧情，好歹梅根的时候也是在剧情中捎带着给俩身材特写啊……  我比较意...                     ,1.0,4.0,0回应,陕西西安,0.7871473950877163
1407,变形金刚3的影评 (1590),囧叔,3,2011-07-20 09:19:52,哪里不好看了？,1、很好看。  2、很主旋律。美国大兵救地球。  3、好莱坞对美国大兵的表现手法已臻化境。不过既然如此，可以不要用【2 1 3 4（角色重要程度）】这种队形排列好，一身泥土地在慢镜头中走来吗？我还以为他们刚完成摩加迪沙长跑。  4、那个被处决的谢顶汽车人是谁？  5、女主角比...                     ,7.0,5.0,7回应,北京,0.5650263060554156
1408,变形金刚3的影评 (1590),侯晓林,3,2011-07-20 09:19:52,《变形金刚3》观后感大集合,《变形金刚3》观后感大集合      导演圈  卖二哥的被：你们说我拍的《变2》简单、没大脑、就知道“打”，这回我的《变3》不仅有跌宕起伏的情节还有一波三折的悬念，而且还融合了历史记忆！当然了，我是不会放弃“打”的，这次《变3》最后的大战有一个多小时，比当年我的《珍珠...                     ,1.0,5.0,0回应,辽宁沈阳,0.970117961524407
1409,变形金刚3的影评 (1590),宝康,3,2011-07-20 09:19:52,变形金刚之3P,"《变形金刚》系列最显著的特色，就是你可以把影评上的1,2,3顺序任意调换，都不会影响获得信息量。无论是喝倒彩的，捧臭脚的，还是毫无悬念的评分高开低走，四年来都是如出一辙。  只不过时至今日，谁再吐槽迈克尔贝的逻辑、叙事能力，诸如此类和大脑相关的事，都算是骂聋子打哑...                     ",1.0,3.0,0回应,devilnotes,0.7222593379582916
1410,变形金刚3的影评 (1590),风林火山,3,2011-07-20 09:19:52,打发时间,要传送门的话，找机器猫借就行啊。反正给大雄也是用来看静香洗澡，何必打来打去呢······还是柱哥V5，用独臂刀秒杀霸天虎之后又一枪解决老上级！这一下终于无敌了，暴露本性吧，其实你也想要统治地球吧！敬请期待变形金刚4:擎天柱的王座！                     ,,1.0,0回应,重庆,0.4132922569340375
1411,变形金刚3的影评 (1590),angyuyu,3,2011-07-20 09:19:52,变变变，能变出票房的才是好电影,这篇影评可能有剧透                        变3太给力了，我看过这么多电影，就变3让我觉得相当的震撼。还是应了那句话：变变变，能变出票房的才是好电影。变3，你没让哥失望~！  大道至简。交易最难的部分不是技术分析、不是基本面分析，而是人性对盈亏数字所代表意义的种种贪婪和恐惧。我们大部分的亏损都是由于自身过...                     ,,4.0,1回应,,0.9765462322990502
1412,变形金刚3的影评 (1590),Bigby,3,2011-07-20 09:19:52,Dark of the butthair,这部片子的主要内容大概就是，两个好基友经历了前两集后沦落天涯结果来了一个老基友想把他们都收为后宫，眼看老基友就要成功，基友慰整天沮丧地蹲在角落自渎。这时候来了一个腐女吼道：  “就这么眼睁睁地看着你的基友被爆菊么！？你以为下一个菊花残不会是你么？”  慰整天顿...                     ,,2.0,0回应,"Kazan&#39;, Russia",0.4737672181921908
1413,变形金刚3的影评 (1590),幸福dE狩猎❤,3,2011-07-20 09:19:52,出现国企你们觉得丢脸吗？,我一直以为在豆瓣混的人都是很有看法的人，但是现在我渐渐发现这样的人越来越少。今天刚看了变三，不敢说比2好看。也不差。最后那段城市战时间不短。钱肯定花了不少。     看了一下都是说联想、伊利广告的。不知道你们为什么这么看不起或者是嘲笑。那么多电影里放苹果你们怎...                     ,,2.0,3回应,,0.1192442661334463
1414,变形金刚3的影评 (1590),小珊,3,2011-07-20 09:19:52,变形金刚3之三国杀版,介就是一局8人三国杀标准房，还是军争版的，木有禁聊，木有禁旁观。  主公：擎天柱（吕布） 忠臣：大黄蜂（周瑜）救护车（华佗） 内奸：威震天（许褚） 反贼：震荡波（张角）等          电影前面1个多小时都是在等人齐开局，一开局忠臣各种被乐，各种被虐。最后驼子死了，大黄...                     ,,3.0,7回应,"London, United Kingdom",0.5490818017480348
1415,变形金刚3的影评 (1590),Lost,3,2011-07-20 09:19:52,确实很挫,确实很挫。除了看特效，其它没什么。特效3D效果也不算很出色，而且时间也没有多少。人类活动占了大份。看到后面还小睡了一会！        还是变1好看。那时的金刚戏份也不多，但是节奏音乐特别棒。还有一些美帝的先进军机武器等，打得十分带劲儿。                     ,,6.0,0回应,广东广州,0.8402063643476794
1416,变形金刚3的影评 (1590),仙剑风晨,3,2011-07-20 09:19:52,放烟火还是拍电影？,在西北第一块IMAX银幕上看了《变3》，IMAX的3D效果确实比普通3D好了许多。但在兴奋了将近1个小时后便开始麻木了，满篇都是各种爆破，金属屑乱飞，毫无新意。影片节奏拖沓冗长，让我不禁惋惜IMAX看的不是《阿凡达》和《创:战记》。      片中“慢镜头+宏状背景音乐”的煽情...                     ,,1.0,0回应,,0.8704773379908223
1417,变形金刚3的影评 (1590),Riobluemoon,3,2011-07-20 09:19:52,无论什么方面，做到极致就让人难忘啊！,今天上午跑去看了变三，实在是感觉心潮澎湃。  我一直觉得无论什么样的方面，只要你做到极致，那自然不会被人忘记。而无疑，变三就是这么一部电影，整个影片2个半小时，最后那1小时几乎没有任何情节，就是不断的打斗，爆炸，逃跑，能做出这样的安排，导演和编剧真的是要冒很大...                     ,1.0,3.0,5回应,上海,0.8066675884350761
1418,变形金刚3的影评 (1590),宇宙公民巴赫金,3,2011-07-20 09:19:52,写得太学术你抱怨看不懂，写太长了，你抱怨看得累！草履虫！,抛开令人炫目的3D、蛊惑人心的电脑特效，以及一贯比中共更隐晦的“伟光正’到从不跟你讲逻辑的狗血美丽奸主旋律剧情，我不得不又一次陈词滥调地抓故事内涵来说些让五美分党深恶痛绝的话了。  迈克尔·贝在此部《变形金刚3》中揭露了博派汽车人的逆向种族主义反动！何为逆向种族...                     ,,4.0,5回应,上海,0.8946203058284389
1419,变形金刚3的影评 (1590),上传下载的乐趣,3,2011-07-20 09:19:52,跟大家不一样，我是从未来回来的,别人都是穿越到2011去看的  我是2011看完后，年底一高兴，回到现在的  片子剧情不错，就是因为2010年底再次爆发全球金融危机第二波，以及流感肆虐全球，导致好莱坞市场也受到严重影响，原投资商预算减半，所以没有第二部那么多大制作大投入的场面  而且，受到特种部队2和罪恶...                     ,,4.0,0回应,北京,0.7867124581764168
1420,变形金刚3的影评 (1590),judeuniverse,5,2010-11-29 01:54:25,迈克尔·贝评论关于影片的3D效果,迈克尔·贝日前在自己的个人网站上澄清关于影片的3D效果时，透露了这支预告片的发布时间，他说：“从未有一部真人演出电影，像《变3》这样挑战3D的极限。我们整部电影都是用3D摄像机拍摄的。我喜欢用3D拍摄。不用等到《创：战纪》和《纳尼亚3》前放出《变3》片花，下周我就会让...                     ,2.0,4.0,7回应,北京,0.8514929002406729
1421,变形金刚3的影评 (1590),沪江网,5,2010-11-29 01:54:25,内衣名模成《变形金刚3》花旦 梅根福克斯出局,著名内衣品牌维多利亚的秘密旗下一位内衣名模罗西·汉丁顿-惠特莉将在2011年上映的《变形金刚》续集中接替梅根· 福克斯出演性感女主角。他们还在网上推出了一段90秒钟的视频以贺其出演大片。  Victoria's Secret bosses have unveiled one of Hollywood's biggest secrets by ...                     ,2.0,5.0,6回应,上海,0.8241420126311636
1422,变形金刚3的影评 (1590),stany,5,2010-11-29 01:54:25,找个变形金刚当你奶妈,电影院看的 冲着3d去的   效果及格了，特别是一帮人做飞天小苍蝇的桥段 还有震荡波的出场 都很帅气   剧情嘛 哎 还是一如既往的拖沓 2个小时可以搞定的片 非要多拖了40分钟  那个女的不知道是干嘛的 除了胸大腿长屁股翘外 一无是处， 导演估计也发现了，她太多余了， 于是不得...                     ,,33.0,6回应,北京,0.14878071192733366
1423,变形金刚3的影评 (1590),不回家的袜子,5,2010-11-29 01:54:25,无力吐槽，只能吐血了,"这篇影评可能有剧透                        期待了这么久的变3, 这么久啊。。。  从一开始那个美臀美腿的18岁不宜特写镜头出现就没有什么好的预感，果然。前3分之二的部分都在围绕在人类男主角如何泡妞儿找工作吃醋打架上。不能这么玩儿好么，这是变形金刚啊，你拍个大黄蜂找工作擎天柱失业我都不说什么，搞个无关紧要的...                     ",830.0,50.0,183回应,北京,0.0815529545474214
1424,变形金刚3的影评 (1590),po,5,2010-11-29 01:54:25,写在变形金刚3来之前,与变形金刚3无关 ——————————————————————————————     十五年前，藤子·F·不二雄去世，[哆啦A梦]还没画完。96年以后，所有与机器猫有关的作品都是他旗下的制作小组的作品，所以会有很多漫友同人出很多大结局。      我最喜欢的一个，说是机...                     ,478.0,54.0,140回应,,0.6217806175638015
1425,变形金刚3的影评 (1590),bleakhand,5,2010-11-29 01:54:25,擎天柱的阴谋,擎天柱本是一介仓库管理员，后来机缘巧合掌握了自由主义，被改造了，强大了，肆无忌惮了。这三部曲直到最后一部拍完，背负骂名的导演迈克尔贝终于向我们揭开了擎天柱的阴谋。  擎天柱的无情在第三部里可窥一斑。原本帮助汽车人的山姆被无情的抛弃了，只剩下他自己疲于奔波，四...                     ,167.0,31.0,150回应,北京,0.7524460401522117
